#name	lat	lon	country	population
Manhattan	40.78343	-73.96625	US	1487536
Manila	14.6042	120.9822	PH	1600000
Manisa	38.61202	27.42647	TR	243971
Manizales	5.0668	-75.50684	CO	434403
Manjhand	25.90827	68.23683	PK	140766
Mannheim	49.4891	8.46694	DE	307960
Manokwari	-0.86291	134.06402	ID	132300
Manolo Fortich	8.36972	124.86444	PH	118075
Manp’o	41.15472	126.28944	KP	116760
Mansa	-11.19976	28.89431	ZM	170965
Mansfield	53.13333	-1.2	GB	171958
Mansilingan	10.63111	122.97889	PH	454150
Manta	-0.94937	-80.73137	EC	264281
Mantampay	8.16667	124.21667	PH	265032
Mantilla	23.06794	-82.34143	CU	206918
Manukau City	-36.99282	174.87986	NZ	362000
Manzanillo	20.3424	-77.11928	CU	128188
Manzanillo	19.11695	-104.34214	MX	159853
Manzini	-26.49884	31.38004	SZ	110537
Manéah	9.73333	-13.41667	GN	194297
Man’gyŏngdae-ri	38.99182	125.65871	KP	321690
Maoming	21.66625	110.91364	CN	1307802
Maputo	-25.96553	32.58322	MZ	1254837
Mar del Plata	-38.00042	-57.5562	AR	593337
Marabá	-5.38146	-49.13232	BR	145860
Maracaibo	10.64232	-71.61089	VE	1752602
Maracanaú	-3.87667	-38.62556	BR	234509
Maracay	10.24972	-67.59475	VE	464700
Maradi	13.5	7.10174	NE	361702
Maramag	7.76333	125.00528	PH	109864
Maran	3.586	102.773	MY	111056
Marand	38.4329	45.7749	IR	124191
Maranguape	-3.89083	-38.68556	BR	105093
Marawi City	8.0034	124.28395	PH	259993
Marbella	36.51543	-4.88583	ES	156295
Marcory	5.31198	-3.99363	CI	214061
Mardan	34.19794	72.04965	PK	300424
Mardin	37.31309	40.74357	TR	129864
Marg‘ilon	40.47237	71.72463	UZ	253500
Marianao	23.07387	-82.42969	CU	134057
Mariara	10.29532	-67.7177	VE	116142
Maricá	-22.91944	-42.81861	BR	211986
Marienthal	53.56667	10.08333	DE	287101
Marikina City	14.6481	121.1133	PH	471323
Maringá	-23.42528	-51.93861	BR	409657
Marituba	-1.35528	-48.34194	BR	111785
Mariupol	47.09514	37.54131	UA	230000
Mariveles	14.43385	120.48569	PH	156200
Marka	1.71594	44.77166	SO	230100
Markham	43.86682	-79.2663	CA	338503
Marne La Vallée	48.83584	2.64241	FR	318325
Maroua	10.59095	14.31593	CM	314122
Marrakesh	31.63416	-7.99994	MA	995871
Marseille	43.29695	5.38107	FR	877215
Marsá Maţrūḩ	31.3529	27.23725	EG	176498
Martapura	-3.4109	114.8642	ID	131449
Marugame	34.28333	133.78333	JP	109513
Marvdasht	29.87407	52.80258	IR	148858
Mary	37.59378	61.83031	TM	167027
Maryvale	33.50199	-112.17765	US	208189
Marzahn	52.54525	13.56983	DE	111508
Marília	-22.21389	-49.94583	BR	240590
Marāgheh	37.39206	46.23909	IR	262604
Marāgheh	35.82916	59.63324	IR	262604
Marīvān	35.51829	46.18298	IR	136654
Mar’ino	55.65	37.71667	RU	243000
Masai	1.4907	103.8788	MY	141730
Masaka	-0.33379	31.73409	UG	116600
Masan	35.12725	126.83149	KR	434371
Masaya	11.97316	-86.09587	NI	130113
Mascara	35.39664	0.14027	DZ	108629
Maseru	-29.31667	27.48333	LS	359753
Mashhad	36.29807	59.60567	IR	2307177
Masina	-4.38361	15.39139	CD	485167
Masindi	1.67444	31.715	UG	110500
Masjed Soleymān	31.9364	49.3039	IR	100497
Matadi	-5.83861	13.46306	CD	425662
Matagalpa	12.92795	-85.91906	NI	109089
Matanzas	23.04388	-81.58284	CU	146733
Mataram	-8.58333	116.11667	ID	441147
Mataró	41.54211	2.4445	ES	126988
Mathura	27.5035	77.67215	IN	330511
Mati	6.95508	126.21655	PH	105908
Matola	-25.96222	32.45889	MZ	1198988
Matsubara	34.56667	135.55	JP	130855
Matsudo	35.77995	139.90144	JP	498575
Matsue	35.48333	133.05	JP	203616
Matsumoto	36.23333	137.96667	JP	241145
Matsusaka	34.57895	136.53706	JP	159145
Matsutō	36.51667	136.56667	JP	110408
Matsuyama	33.83916	132.76574	JP	511192
Matuga	-4.168	39.57068	KE	194252
Maturín	9.74569	-63.18323	VE	647459
Mau	25.94167	83.56111	IN	246050
Mauá	-23.66778	-46.46139	BR	418261
Mawlamyine	16.49051	97.62825	MM	438861
Maxixe	-23.85972	35.34722	MZ	126408
Maykop	44.60789	40.10242	RU	141970
Mazabuka	-15.85601	27.748	ZM	104412
Mazatlán	23.22163	-106.41885	MX	381583
Mazyr	52.04162	29.21631	BY	104517
Mazār-e Sharīf	36.70904	67.11087	AF	523300
Ma’anshan	31.68579	118.51008	CN	741531
Mbaké	14.79032	-15.90803	SN	101451
Mbale	1.08209	34.17503	UG	111300
Mbandaka	0.04865	18.26034	CD	455011
Mbanza Kongo	-6.26667	14.23833	AO	148000
Mbanza-Ngungu	-5.25837	14.85838	CD	142773
Mbarara	-0.60467	30.64851	UG	221300
Mbeya	-8.9	33.45	TZ	541603
Mbombela	-25.47512	30.96935	ZA	110159
Mbour	14.42196	-16.96375	SN	284189
Mbuji-Mayi	-6.13603	23.58979	CD	2101332
McAllen	26.20341	-98.23001	US	140269
McKinney	33.19762	-96.61527	US	162898
Mdantsane	-32.93324	27.77656	ZA	205504
Meads	38.41258	-82.70905	US	288649
Medan	3.58333	98.66667	ID	2486283
Medellín	6.245	-75.57151	CO	1999979
Medina Estates	5.6658	-0.16307	GH	101207
Medinīpur	22.42114	87.32257	IN	153349
Meerut	28.98002	77.70636	IN	1223184
Meguro	35.6322	139.70174	JP	288088
Meiktila	20.87776	95.85844	MM	177442
Meishan	30.04392	103.83696	CN	1107742
Meizhou	24.28859	116.11768	CN	992351
Mejicanos	13.72397	-89.188	SV	160317
Mek'ele	13.49667	39.47528	ET	457900
Meknes	33.89352	-5.54727	MA	568295
Melbourne	-37.814	144.96332	AU	5435590
Melitopol	46.84735	35.38196	UA	148851
Memphis	35.14953	-90.04898	US	633104
Mendip	51.2372	-2.6266	GB	110000
Mendoza	-32.88946	-68.84582	AR	114893
Mengmao	24.00139	97.86499	CN	112578
Mengzi	23.36779	103.38212	CN	595100
Menongue	-14.6585	17.69099	AO	251178
Mentougou	39.93819	116.09307	CN	197772
Merauke	-8.49958	140.40613	ID	116864
Mercier–Hochelaga-Maisonneuve	45.57194	-73.54626	CA	142753
Merkezefendi	37.80544	29.04236	TR	280341
Merlo	-34.66536	-58.72744	AR	268961
Mersin	36.81196	34.63886	TR	537842
Mesa	33.42227	-111.82264	US	471825
Mesquite	32.7668	-96.59916	US	144788
Messina	38.19394	15.55256	IT	219948
Mestre	45.49167	12.24538	IT	147662
Metairie	29.98409	-90.15285	US	138481
Metairie Terrace	29.97854	-90.16396	US	142489
Metro	-5.11306	105.30667	ID	182293
Metz	49.11911	6.17269	FR	123914
Mexicali	32.62781	-115.45446	MX	1032686
Mexico City	19.42847	-99.12766	MX	12294193
Meycauayan	14.73694	120.96083	PH	228023
Mezhdurechensk	53.68993	88.06221	RU	101026
Miami	25.77427	-80.19366	US	487014
Miami Gardens	25.94204	-80.2456	US	113187
Mian Channun	30.44067	72.35679	PK	140112
Mianwali	32.57756	71.52847	PK	129500
Mianyang	31.46784	104.68168	CN	1550000
Mianzhu, Deyang, Sichuan	31.33786	104.22057	CN	510000
Miass	55.04552	60.10756	RU	167500
Middelburg	-25.77507	29.46482	ZA	196263
Middlesbrough	54.57623	-1.23483	GB	142707
Midland	31.99735	-102.07791	US	132524
Midsayap	7.19083	124.53028	PH	117365
Miguel Hidalgo	19.43411	-99.20024	MX	372889
Milagro	-2.13396	-79.59337	EC	133508
Milan	45.46427	9.18951	IT	1371498
Milton	43.51681	-79.88294	CA	132979
Milton Keynes	52.04172	-0.75583	GB	256385
Milwaukee	43.0389	-87.90647	US	563531
Minamirinkan	35.49527	139.44279	JP	224015
Minatitlán	18.00011	-94.5569	MX	112046
Minato	34.2152	135.1501	JP	375339
Minato City	35.6581	139.7515	JP	260486
Mingachevir	40.76422	47.06227	AZ	106048
Mingala Tangnyunt	16.78855	96.17234	MM	132494
Mingaladon	16.92406	96.09768	MM	136000
Mingora	34.7795	72.36265	PK	361112
Mingshui	36.71667	117.5	CN	114858
Minhang	31.10881	121.37471	CN	2716600
Minna	9.61524	6.54776	NG	425000
Minneapolis	44.97997	-93.26384	US	410939
Minoh	34.82691	135.47057	JP	136868
Minsk	53.90019	27.56653	BY	1742124
Minya	28.09193	30.75813	EG	283605
Miraflores	-12.11331	-77.03274	PE	187401
Miramar	22.36094	-97.89997	MX	118614
Miramar	25.98731	-80.23227	US	137132
Miri	4.39928	113.99163	MY	300543
Mirpur Khas	25.5276	69.01255	PK	267833
Mirpur Model Thana	23.80931	90.36093	BD	546503
Miryalaguda	16.8722	79.56247	IN	104918
Mirzāpur	25.1449	82.56534	IN	220029
Misato, Saitama	35.84373	139.88347	JP	142145
Mishima	35.11667	138.91667	JP	107851
Miskolc	48.10327	20.77806	HU	154521
Misratah	32.37535	15.09254	LY	355657
Mississauga	43.5789	-79.6583	CA	717961
Mito	36.35	140.45	JP	270685
Mitrovicë	42.88333	20.86667	XK	107045
Mitte	52.52003	13.40489	DE	102338
Mityana	0.4175	32.02278	UG	105200
Mixco	14.63077	-90.60711	GT	465773
Miyakonojō	31.73333	131.06667	JP	161137
Miyazaki	31.91667	131.41667	JP	401339
Mlolongo	-1.39639	36.94028	KE	136351
Moanda	-5.92753	12.37148	CD	128804
Mobile	30.69436	-88.04305	US	183289
Mocuba	-16.8375	36.98556	MZ	196001
Modakeke	7.38299	4.26031	NG	119529
Model Town	31.48104	74.32563	PK	100000
Modena	44.64783	10.92539	IT	184732
Modesto	37.6391	-120.99688	US	211266
Moers	51.45342	6.6326	DE	103487
Moga	30.81383	75.16878	IN	163397
Mogadishu	2.03711	45.34375	SO	2587183
Mogi Guaçu	-22.3677	-46.94552	BR	153658
Mogi das Cruzes	-23.52278	-46.18833	BR	325746
Mohali	30.67995	76.72211	IN	166864
Mohammadpur	24.89843	88.52844	BD	527571
Mohammedia	33.68607	-7.38298	MA	227799
Mojokerto	-7.4664	112.4338	ID	141785
Mokopane	-24.19436	29.00974	ZA	101090
Mokotów	52.1934	21.03487	PL	217683
Mokpo	34.81282	126.39181	KR	268402
Mombasa	-4.05466	39.66359	KE	1208333
Moncloa-Aravaca	40.43547	-3.7317	ES	116531
Monclova	26.90687	-101.42056	MX	215271
Mongu	-15.24835	23.12741	ZM	111450
Monrovia	6.30054	-10.7969	LR	1542549
Monterrey	25.68435	-100.31721	MX	1135512
Montería	8.75081	-75.87823	CO	490935
Montes Claros	-16.735	-43.86167	BR	414240
Montevideo	-34.90328	-56.18816	UY	1270737
Montgomery	32.36681	-86.29997	US	195287
Montpellier	43.61093	3.87635	FR	248252
Montreuil	48.86415	2.44322	FR	111240
Montréal	45.50884	-73.58781	CA	1762949
Monywa	22.10856	95.13583	MM	182011
Monza	45.58005	9.27246	IT	124398
Mopti	14.4843	-4.18296	ML	186187
Moratalaz	40.40742	-3.64935	ES	104923
Moratuwa	6.773	79.8816	LK	168280
Morelia	19.70078	-101.18443	MX	743275
Morena	26.49892	77.99534	IN	200482
Moreno	-34.63401	-58.79138	AR	148290
Moreno Valley	33.93752	-117.23059	US	204198
Moriguchi	34.73333	135.56667	JP	143096
Morioka	39.7	141.15	JP	290700
Mormugao	15.38914	73.81491	IN	102345
Moro	26.66317	68.00016	PK	142685
Morogoro	-6.82102	37.66122	TZ	471409
Morvi	22.81731	70.8377	IN	210451
Morādābād	28.83893	78.77684	IN	721139
Moscow	55.75204	37.61781	RU	10381222
Moshi	-3.35	37.33333	TZ	221733
Mosquera	4.70592	-74.23021	CO	128012
Mossamedes	-15.19611	12.15222	AO	255000
Mossoró	-5.1875	-37.34417	BR	264577
Mostaganem	35.93115	0.08918	DZ	162885
Mostar	43.34333	17.80806	BA	104518
Mosul	36.335	43.11889	IQ	1683000
Mothīhāri	26.64862	84.91656	IN	126158
Motijheel	23.72772	90.41919	BD	202308
Moundou	8.57437	16.07722	TD	196124
Moḩammad Shahr	35.763	50.9171	IR	119418
Mpanda	-6.34379	31.06951	TZ	204338
Mpumalanga	-29.81292	30.63646	ZA	140121
Mthatha	-31.58893	28.78443	ZA	164848
Mtwara	-10.26667	40.18333	TZ	140793
Mu-se	23.99742	97.90109	MM	165022
Muar	2.0442	102.5689	MY	314776
Mubende	0.55849	31.39489	UG	121600
Mubi	10.26858	13.26701	NG	225705
Mudanjiang	44.54804	129.62594	CN	665915
Mueang Nonthaburi	13.86075	100.51477	TH	254375
Mufulira	-12.54982	28.24071	ZM	169136
Mukalla	14.54248	49.12424	YE	594951
Mukim Pulai	1.53333	103.66667	MY	505661
Mukono	0.35333	32.75528	UG	191300
Muktsar	30.47426	74.5166	IN	116747
Mulenvos	-8.86695	13.3344	AO	882014
Mulhouse	47.75205	7.32866	FR	111430
Multan	30.19679	71.47824	PK	2169915
Mulugu	18.191	79.943	IN	297671
Mumbai	19.07283	72.88261	IN	12691836
Munger	25.37459	86.47455	IN	213303
Munich	48.13743	11.57549	DE	1505005
Muntinlupa	14.39028	121.0475	PH	552225
Munūf	30.46597	30.93199	EG	125707
Muratpaşa	36.89157	30.76498	TR	450000
Murcia	37.98704	-1.13004	ES	471982
Murfreesboro	35.84562	-86.39027	US	165430
Muriaé	-21.13056	-42.36639	BR	104108
Muricay	7.8275	123.4782	PH	132094
Muridke	31.80258	74.25772	PK	254291
Murmansk	68.96778	33.09922	RU	295374
Murom	55.56853	42.02388	RU	126931
Murrieta	33.55391	-117.21392	US	109830
Murwāra	23.83776	80.39405	IN	221883
Musaffah	24.35893	54.48267	AE	243341
Musanze	-1.49984	29.63497	RW	153368
Musashino	35.70611	139.55944	JP	150149
Muscat	23.58413	58.40778	OM	797000
Mushin	6.52799	3.35411	NG	199000
Musoma	-1.5	33.8	TZ	164172
Mustafakemalpaşa	40.03815	28.40866	TR	101412
Mustafābād	28.71974	77.26781	IN	127167
Mutare	-18.9707	32.67086	ZW	224802
Muzaffargarh	30.07258	71.19379	PK	235541
Muzaffarnagar	29.47091	77.70332	IN	349706
Muzaffarpur	26.12259	85.39055	IN	354462
Muzaffarābād	34.37002	73.47082	PK	725000
Mwala	-1.35255	37.45482	KE	181896
Mwanza	-2.51667	32.9	TZ	1104521
Mwene	-9.81697	22.87023	CD	295683
Mwene-Ditu	-7.00906	23.45278	CD	189177
Myeik	12.43954	98.60028	MM	173298
Myingyan	21.46002	95.3884	MM	141713
Mykilska Borshchahivka	50.42638	30.37442	UA	127400
Mykolayiv	46.97625	31.99296	UA	470011
Mymensingh	24.75636	90.40646	BD	225126
Mysuru	12.29791	76.63925	IN	920550
Mytishchi	55.91099	37.72964	RU	160542
Mzuzu	-11.46556	34.02071	MW	249564
Málaga	36.72016	-4.42034	ES	592346
Médéa	36.26417	2.75393	DZ	145441
Mérida	20.967	-89.62318	MX	1201000
Mérida	8.57899	-71.16922	VE	300000
Móng Cái	21.52471	107.96619	VN	108553
Móstoles	40.32234	-3.86496	ES	207095
Mönchengladbach	51.18539	6.44172	DE	261742
Möng Yang	21.8478	99.67651	MM	117108
Mülheim	51.43218	6.87967	DE	173050
Münster	51.96236	7.62571	DE	308258
Māler Kotla	30.5309	75.87949	IN	135424
Mīt Ghamr	30.71524	31.2592	EG	153754
Mīāndoāb	36.96667	46.10961	IR	134425
Mīāneh	37.421	47.715	IR	106291
Mỹ Hào	20.91667	106.08333	VN	115608
Mỹ Tho	10.36004	106.35996	VN	270700
N'Djamena	12.10672	15.0444	TD	1359526
N'dalatando	-9.29782	14.91162	AO	161584
NIA Valencia	7.90639	125.09417	PH	223620
Nabatîyé et Tahta	33.37889	35.48389	LB	120000
Naberezhnyye Chelny	55.73718	52.41961	RU	509870
Nablus	32.22111	35.25444	PS	130326
Nacala	-14.56257	40.68538	MZ	239808
Nada	19.52134	109.57895	CN	256652
Nadiād	22.69385	72.86157	IN	225071
Nador	35.16813	-2.93352	MA	176600
Naga	13.61917	123.18139	PH	174931
Naga	10.20898	123.758	PH	138727
Nagahama	35.38333	136.26667	JP	113636
Nagano	36.65	138.18333	JP	372760
Nagaoka	37.45	138.85	JP	266936
Nagaon	26.35	92.66667	IN	121628
Nagapattinam	10.76377	79.84313	IN	102905
Nagar Naluākot	24.15608	90.7728	BD	273000
Nagareyama	35.8563	139.90266	JP	200136
Nagasaki	32.75	129.88333	JP	409118
Nagda	23.45834	75.41759	IN	103501
Nagoya	35.18147	136.90641	JP	2332176
Nagpur	21.14631	79.08491	IN	2405665
Naha	26.213	127.67851	JP	317625
Naihāti	22.89396	88.41521	IN	253221
Nairobi	-1.28333	36.81667	KE	4397073
Naivasha	-0.71383	36.43261	KE	198444
Najaf	32.02594	44.34625	IQ	482576
Najafgarh	28.60922	76.97982	IN	1365000
Najafābād	32.63464	51.36525	IR	235281
Najrān	17.49326	44.12766	SA	505652
Nakano	35.70449	139.66946	JP	344880
Nakhodka	42.8436	132.91831	RU	146920
Nakhon Pathom	13.8196	100.04427	TH	117927
Nakhon Ratchasima	14.97066	102.10196	TH	126391
Nakhon Si Thammarat	8.43333	99.96667	TH	102152
Nakuru	-0.30719	36.07225	KE	570674
Nalchik	43.49806	43.61889	RU	239300
Nalgonda	17.05439	79.26707	IN	154326
Nam Định	20.43389	106.17729	VN	448225
Namangan	40.9983	71.67257	UZ	713220
Nampula	-15.11646	39.2666	MZ	770379
Namp’o	38.7375	125.40778	KP	455000
Namur	50.4669	4.86746	BE	110939
Nanbin	29.9994	108.10913	CN	118597
Nanchang	28.68396	115.85306	CN	2357839
Nanchong	30.79508	106.08473	CN	1858875
Nanchuan	29.15201	107.10335	CN	204775
Nancun	36.53278	120.13389	CN	124210
Nancy	48.68439	6.18496	FR	105058
Nanded	19.16023	77.31497	IN	550564
Nandurbar	21.36671	74.24051	IN	111037
Nandyāl	15.47799	78.4836	IN	211424
Nanjin	29.98497	106.26529	CN	143766
Nanjing	32.06167	118.77778	CN	9314685
Nankana Sahib	31.4501	73.70653	PK	130041
Nanning	22.81667	108.31667	CN	3839800
Nanpiao	41.09822	120.74792	CN	157044
Nanping	26.645	118.17361	CN	467875
Nanqiao	30.91611	121.44944	CN	361185
Nansana	0.36389	32.52861	UG	532800
Nantes	47.21725	-1.55336	FR	325070
Nantong	32.03028	120.87472	CN	2273326
Nantou	22.72171	113.29261	CN	130370
Nantou	23.91566	120.66387	TW	105682
Nanyang	33.00524	112.54659	CN	1811812
Naperville	41.78586	-88.14729	US	147100
Naples	40.85216	14.26811	IT	909048
Nara-shi	34.68505	135.80485	JP	367353
Narasaraopet	16.23488	80.04927	IN	117489
Narashino	35.68184	140.04152	JP	176197
Narayanganj	23.61352	90.50298	BD	223622
Narela	28.85267	77.09288	IN	800000
Narita	35.78333	140.31667	JP	132906
Narmadapuram	22.74747	77.72736	IN	117988
Narowal	32.10197	74.87303	PK	130692
Narsingdi	23.92298	90.71768	BD	281080
Nashik	19.99727	73.79096	IN	1486053
Nashville	36.16589	-86.78444	US	689447
Nasimshahr	35.56528	51.1583	IR	200393
Nasiriyah	31.05799	46.25726	IQ	558400
Nassau	25.05823	-77.34306	BS	227940
Nasushiobara	36.97682	140.06642	JP	115794
Nasīm Shahr	35.56504	51.16332	IR	200393
Natal	-5.795	-35.20944	BR	896708
Natore	24.41112	88.98673	BD	369138
Naucalpan de Juárez	19.47851	-99.23963	MX	834434
Navadwīp	23.4067	88.36861	IN	111123
Navegantes	-12.58997	13.39123	AO	240075
Navi Mumbai	19.03681	73.01582	IN	2600000
Navoiy	40.08444	65.37917	UZ	144158
Navojoa	27.07057	-109.44345	MX	113836
Navotas	14.66667	120.95	PH	249463
Navsari	20.94237	72.92467	IN	171109
Nawabshah	26.23939	68.40369	PK	363138
Nawābganj	24.59025	88.27444	BD	142361
Nay Pyi Taw	19.745	96.12972	MM	925000
Nazilli	37.91631	28.32225	TR	119370
Nazran	43.22597	44.77323	RU	164131
Nazrēt	8.55	39.26667	ET	456900
Naz̧arābād	35.95411	50.60607	IR	213388
Ndola	-12.95867	28.63659	ZM	627503
Neftekamsk	56.08879	54.26383	RU	126805
Nefteyugansk	61.09979	72.60349	RU	112632
Negara	-8.35694	114.61694	ID	100074
Negombo	7.2083	79.8358	LK	137223
Nehe	48.4793	124.87016	CN	108253
Neihu	25.0815	121.58809	TW	274538
Neijiang	29.58354	105.06216	CN	1251095
Neili	24.9725	121.26139	TW	112845
Neiva	2.93001	-75.27973	CO	357392
Nek’emtē	9.08333	36.55	ET	156000
Nellore	14.44992	79.98697	IN	547621
Nepalgunj	28.05	81.61667	NP	166258
Nepean	45.33619	-75.7225	CA	180000
Netanya	32.33291	34.85992	IL	228204
Neue Neustadt	52.15	11.63333	DE	226851
Neukölln	52.47719	13.43126	DE	164636
Neuquén	-38.95078	-68.0592	AR	231198
Neuss	51.19807	6.68504	DE	152457
Nevinnomyssk	44.6333	41.9444	RU	134345
New Bedford	41.63526	-70.92701	US	101079
New Cairo	30.03	31.47	EG	313139
New Delhi	28.62137	77.2148	IN	317797
New Haven	41.30815	-72.92816	US	130322
New Kingston	18.00747	-76.78319	JM	583958
New Mirpur City	33.14782	73.75187	PK	124352
New Orleans	29.95465	-90.07507	US	362701
New South Memphis	35.08676	-90.05676	US	641608
New Taipei City	25.06199	121.45703	TW	4004367
New Territories	22.42441	114.11095	HK	3984077
New York City	40.71427	-74.00597	US	8804190
Newark	40.73566	-74.17237	US	281944
Newcastle	-32.92953	151.7801	AU	508437
Newcastle	-27.75796	29.9318	ZA	404838
Newcastle under Lyme	53.0	-2.23333	GB	127727
Newcastle upon Tyne	54.97328	-1.61396	GB	300125
Newport	51.58774	-2.99835	GB	161506
Newport News	36.98038	-76.42975	US	186247
Newton	49.13333	-122.85	CA	159390
Neyagawa	34.76615	135.62759	JP	238549
Neyshābūr	36.21329	58.79575	IR	220929
Neyveli	11.60877	79.4994	IN	179150
Ngaoundéré	7.32765	13.58472	CM	238196
Nghi Sơn	19.32746	105.82145	VN	302210
Nghi Xuân	18.658	105.752	VN	118000
Ngong	-1.3527	36.6699	KE	102323
Nguru	12.87695	10.45536	NG	111014
Ngã Bảy	9.81371	105.82096	VN	101192
Nha Trang	12.24507	109.19432	VN	579000
Niamey	13.51366	2.1098	NE	1323691
Nianbo	36.48	102.41639	CN	260184
Nice	43.70313	7.26608	FR	342669
Nicolás Romero	19.64177	-99.3068	MX	281799
Nicosia	35.17284	33.35397	CY	200452
Nigel	-26.43138	28.47713	ZA	140644
Niigata	37.92259	139.04125	JP	797591
Niihama	33.96047	133.30522	JP	123059
Niiza	35.82088	139.55791	JP	166017
Nijmegen	51.8425	5.85278	NL	177359
Nikopol	47.56826	34.39126	UA	105160
Nilópolis	-22.8075	-43.41389	BR	147281
Nilüfer	40.21401	28.91567	TR	536365
Nimach	24.45949	74.86625	IN	128561
Ningbo	29.87819	121.54945	CN	3731203
Ningde	26.66167	119.52278	CN	429260
Ning’er	23.04053	101.03683	CN	162711
Ninh Hòa	12.49187	109.12495	VN	230566
Nippes	50.96545	6.95314	DE	113487
Nishi-Tokyo-shi	35.72526	139.5383	JP	207388
Nishinomiya	34.71562	135.33199	JP	485587
Nishio	34.86667	137.05	JP	169984
Niterói	-22.88333	-43.10361	BR	456456
Nizhnekamsk	55.63794	51.81502	RU	234297
Nizhnevartovsk	60.9344	76.5531	RU	244937
Nizhniy Novgorod	56.32867	44.00205	RU	1259013
Nizhny Tagil	57.91944	59.965	RU	381116
Nizāmābād	18.67154	78.0988	IN	311152
Niš	43.32472	21.90333	RS	250000
Njeru	0.44166	33.17917	UG	178800
Nkayi	-4.18396	13.2859	CG	103000
Nkongsamba	4.9547	9.9404	CM	162309
Nkpor	6.15038	6.83042	NG	103733
Nnewi	6.01962	6.91729	NG	193987
Nobeoka	32.58333	131.66667	JP	119521
Noda	35.94897	139.86793	JP	154114
Nogales	31.30862	-110.94217	MX	264782
Noginsk	55.86486	38.44853	RU	115979
Noida	28.58	77.33	IN	293908
Nong Chok	13.85585	100.86216	TH	157138
Nong Khaem	13.70594	100.34918	TH	150218
Nor Nork	40.19661	44.5669	AM	137300
Norfolk	36.84681	-76.28522	US	238005
Norilsk	69.3535	88.2027	RU	140800
Norman	35.22257	-97.43948	US	128026
North Charleston	32.85462	-79.97481	US	108304
North Las Vegas	36.19886	-115.1175	US	234807
North Peoria	40.71754	-89.58426	US	113004
North Shore	-36.8	174.75	NZ	258697
North Stamford	41.13815	-73.54346	US	121230
Northampton	52.25	-0.88333	GB	245899
Norwalk	33.90224	-118.08173	US	107140
Norwich	52.62783	1.29834	GB	143135
Norzagaray	14.9109	121.0493	PH	140697
Nossa Senhora de Fátima	22.20769	113.54831	CN	126000
Nossa Senhora do Socorro	-10.855	-37.12611	BR	192330
Nottingham	52.9536	-1.15047	GB	323632
Nou Barris	41.44163	2.17727	ES	166310
Nouadhibou	20.94188	-17.03842	MR	146048
Nouakchott	18.08581	-15.9785	MR	1184530
Nova Friburgo	-22.28194	-42.53111	BR	191158
Nova Iguaçu	-22.75917	-43.45111	BR	843046
Nova Lima	-19.98556	-43.84667	BR	111697
Nova Serrana	-19.87611	-44.98361	BR	105552
Nova Vida	-8.90552	13.22213	AO	464985
Novara	45.44694	8.62118	IT	101916
Novi Sad	45.25167	19.83694	RS	215400
Novo Gama	-16.05917	-48.03944	BR	103804
Novo Hamburgo	-29.67833	-51.13056	BR	253841
Novo-Peredelkino	55.64528	37.33583	RU	115536
Novocheboksarsk	56.11095	47.47755	RU	128468
Novocherkassk	47.4222	40.09373	RU	166974
Novokuybyshevsk	53.09709	49.94001	RU	111800
Novokuznetsk	53.75752	87.13599	RU	539616
Novomoskovsk	54.01098	38.29084	RU	130982
Novorossiysk	44.73188	37.76176	RU	241856
Novosibirsk	55.02259	82.93175	RU	1612833
Novotroitsk	51.20099	58.31318	RU	106186
Novozavodskyi	51.4893	31.25634	UA	179600
Novyye Cherëmushki	55.7	37.58333	RU	101000
Novyye Kuz’minki	55.7	37.75	RU	143000
Nowrangapur	19.23114	82.54826	IN	1220946
Noyabrsk	63.19309	75.43728	RU	110000
Nsukka	6.85783	7.39577	NG	111017
Ntuzuma	-29.739	30.949	ZA	125394
Nuevo Laredo	27.47629	-99.51639	MX	416055
Nukus	42.45861	59.60576	UZ	332500
Numazu	35.1	138.86667	JP	189486
Nuremberg	49.45421	11.07752	DE	515543
Nyagatare	-1.2952	30.3226	RW	100000
Nyala	12.04888	24.88069	SD	565734
Nyingchi	29.64885	94.35509	CN	200000
Nyzhnodniprovsk	48.47546	35.1167	UA	160123
Nyíregyháza	47.95539	21.71671	HU	117689
Nzega	-4.21667	33.18333	TZ	125193
Nzérékoré	7.75624	-8.8179	GN	226426
Nîmes	43.83665	4.35788	FR	148236
Nāgarpur	24.05783	89.87696	BD	238422
Nāgaur	27.20201	73.73394	IN	105218
Nāgercoil	8.17899	77.43227	IN	224849
Nāngloi Jāt	28.67957	77.06799	IN	205596
Nāḩiyat al Iskandarīyah	32.8873	44.34619	IQ	100600
Oakland	37.80437	-122.2708	US	419267
Oakville	43.45011	-79.68292	CA	213759
Oaxaca	17.06025	-96.72544	MX	255029
Obalende	6.44694	3.41528	NG	342000
Oberhausen	51.47805	6.8625	DE	219176
Obihiro	42.91722	143.20444	JP	166536
Obninsk	55.10993	36.61238	RU	107392
Obolon	50.5132	30.5055	UA	239500
Obuase	6.20228	-1.66796	GH	179604
Ocaña	8.23773	-73.35604	CO	101158
Oceanside	33.19587	-117.37948	US	175691
Ochakovo-Matveyevskoye	55.68432	37.44654	RU	114000
Ocumare del Tuy	10.1182	-66.77513	VE	166072
Odawara	35.25556	139.15972	JP	188856
Odense	55.39594	10.38831	DK	180863
Odesa	46.48572	30.74383	UA	1010537
